volume,low,high,open,close,time,Fast_MA,Medium_MA,Slow_MA,RSI
10.12177507,61008.23,61058.39,61074.81,61000.12,2024-04-17 20:07:00,61000.12,61000.12,61048.528000000006,0.0
15.49916796,61057.86,60995.34,61083.84,60964.15,2024-04-17 20:06:00,60982.135,60982.135,61048.528000000006,0.0
15.64826828,60995.34,61162.84,61162.84,60995.34,2024-04-17 20:05:00,60986.53666666666,60986.53666666666,61048.528000000006,46.441334127452066
6.52983017,61158.5,61179.16,61218.56,61145.58,2024-04-17 20:04:00,61026.2975,61026.2975,61048.528000000006,83.4544618215267
5.48773426,61179.4,61142.5,61200.0,61137.45,2024-04-17 20:03:00,61048.528000000006,61048.528000000006,61048.528000000006,80.44606039107674
14.18387049,61142.5,61156.16,61185.56,61105.55,2024-04-17 20:02:00,61058.03166666667,61058.03166666667,61069.614,70.47741133512025
11.06265876,61152.4,61050.16,61162.62,61027.0,2024-04-17 20:01:00,61053.59857142857,61053.59857142857,61082.183999999994,54.000238109410844
72.03459757,61051.36,60999.32,61127.26,60947.42,2024-04-17 20:00:00,61040.32625,61040.32625,61072.6,43.65915872557468
176.76394196,60992.15,61158.5,61182.35,60932.57,2024-04-17 19:59:00,61028.35333333334,61028.35333333334,61029.998,42.15283102158379
10.65305364,61159.49,61112.75,61159.49,61083.04,2024-04-17 19:58:00,61033.822,61033.822,61019.115999999995,57.137446632695024
16.13606413,61120.35,61150.07,61156.42,61072.84,2024-04-17 19:57:00,61041.094,61037.369090909095,61012.574,56.15145158015774
23.01515992,61156.79,61154.26,61182.64,61120.3,2024-04-17 19:56:00,61056.708999999995,61044.28,61031.234,59.410530272183216
27.55166386,61154.3,61212.01,61227.88,61145.03,2024-04-17 19:55:00,61071.678,61052.03,61070.75600000001,60.92390730773243
21.30982549,61212.05,61270.85,61310.1,61212.05,2024-04-17 19:54:00,61078.325,61063.46,61126.652,64.50998918237931
24.31610355,61275.27,61196.0,61288.62,61173.42,2024-04-17 19:53:00,61081.922,61070.79066666667,61144.728,61.269052697289126
37.9028405,61189.19,61072.84,61204.33,61072.84,2024-04-17 19:52:00,61078.65099999999,61070.91875,61144.728,56.51986131272974
31.50508536,61072.63,61138.88,61139.0,61060.03,2024-04-17 19:51:00,61081.954000000005,61070.278235294114,61132.674,53.96798135312522
24.48483003,61138.88,61194.32,61209.16,61134.77,2024-04-17 19:50:00,61100.689,61073.86111111111,61130.621999999996,49.26924896910669
16.30043618,61195.41,61147.93,61199.96,61132.86,2024-04-17 19:49:00,61120.71799999999,61076.966315789476,61114.784,49.68708670220768
24.84066681,61147.54,61088.9,61196.23,61079.36,2024-04-17 19:48:00,61120.35,61077.085999999996,61095.971999999994,48.26563182919872
14.5399103,61091.93,61052.85,61118.24,61023.74,2024-04-17 19:47:00,61115.43999999999,61074.54571428571,61086.152,49.77735282065278
31.19651027,61052.94,60930.66,61082.55,60899.01,2024-04-17 19:46:00,61093.311,61066.56681818182,61053.948,46.88581537471883
16.69814494,60930.5,60943.64,60979.16,60898.17,2024-04-17 19:45:00,61068.625,61059.2452173913,61006.628000000004,47.746449347518414
21.8108328,60949.12,60908.02,60957.59,60898.02,2024-04-17 19:44:00,61037.221999999994,61052.5275,60959.659999999996,34.90667623833451
34.70683924,60914.02,60853.21,60940.98,60808.01,2024-04-17 19:43:00,61000.681000000004,61042.74679999999,60905.39,30.88504900899389
19.30647322,60860.4,60791.35,60860.63,60782.01,2024-04-17 19:42:00,60971.598,61032.71846153846,60857.043999999994,24.80224052914606
49.95410298,60791.8,60767.07,60857.27,60703.98,2024-04-17 19:41:00,60935.993,61020.54296296296,60818.038,19.564707343666186
98.89131355,60767.23,60837.15,60851.41,60736.75,2024-04-17 19:40:00,60896.191000000006,61010.407499999994,60785.754,15.573936724996514
64.28988931,60837.95,60943.51,60948.46,60803.86,2024-04-17 19:39:00,60863.291000000005,61003.285172413794,60766.922,24.29326655536981
51.05619251,60943.58,61085.76,61090.39,60928.0,2024-04-17 19:38:00,60848.155000000006,61000.77566666667,60790.920000000006,40.24462524920529
59.07576049,61085.6,61141.78,61144.01,61059.92,2024-04-17 19:37:00,60851.773,61002.6835483871,60846.502,49.99361556409389
32.64895103,61140.9,61192.7,61212.0,61129.75,2024-04-17 19:36:00,60874.846999999994,61006.654375,60931.655999999995,49.70696740450191
11.58246131,61202.04,61203.66,61211.46,61162.11,2024-04-17 19:35:00,60901.241,61011.36515151515,61016.728,51.64879764602429
21.68810001,61207.32,61183.12,61215.56,61183.12,2024-04-17 19:34:00,60929.751000000004,61016.41676470588,61092.58,56.07124467537344
27.93997815,61184.0,61069.16,61230.64,61055.18,2024-04-17 19:33:00,60954.46799999999,61017.52428571429,61118.016,51.69608562427185
28.19964839,61072.27,61083.11,61083.99,61015.3,2024-04-17 19:32:00,60977.797,61017.462499999994,61109.092000000004,56.90566396275497
21.74854393,61084.42,61097.91,61118.34,61051.0,2024-04-17 19:31:00,61012.498999999996,61018.36891891892,61093.342000000004,58.71471745452491
26.15525148,61098.68,61001.16,61130.23,61001.16,2024-04-17 19:30:00,61038.94,61017.91605263158,61061.152,55.56586871586808
19.79262433,61005.0,60997.73,61041.03,60986.28,2024-04-17 19:29:00,61057.18199999999,61017.104871794865,61021.78400000001,60.46910419186981
30.93780502,60999.47,61039.3,61070.76,60988.18,2024-04-17 19:28:00,61063.2,61016.38175,61008.384,62.46026277936921
42.65865388,61040.0,60940.81,61056.67,60940.76,2024-04-17 19:27:00,61051.28400000001,61014.53731707317,60993.476,64.86004769674906
30.4620601,60940.8,60934.49,61004.0,60917.82,2024-04-17 19:26:00,61030.091,61012.23452380953,60966.840000000004,61.50571250651309
41.75716339,60934.75,60969.8,60983.88,60918.0,2024-04-17 19:25:00,61005.67999999999,61010.043023255814,60950.208000000006,57.92704947634518
62.09298509,60969.48,61018.94,61018.95,60901.26,2024-04-17 19:24:00,60977.49399999999,61007.57068181818,60933.204000000005,47.81728540176985
59.34072273,61020.49,61060.41,61095.97,61000.0,2024-04-17 19:23:00,60971.976,61007.402444444444,60935.56800000001,44.82877658105511
17.08935185,61056.09,61096.16,61109.58,61040.03,2024-04-17 19:22:00,60974.449,61008.111739130436,60955.422,41.83710604847501
40.57444632,61091.7,61097.57,61129.94,61043.27,2024-04-17 19:21:00,60973.676,61008.85978723405,60980.512,38.58273768349811
34.35132113,61096.27,61160.08,61182.89,61093.77,2024-04-17 19:20:00,60982.937,61010.62875,61015.666000000005,41.8762387940277
20.73835574,61168.36,61178.06,61214.93,61150.9,2024-04-17 19:19:00,60999.399,61013.49142857143,61065.594,59.98914676907686
17.2352159,61180.1,61228.12,61240.8,61178.01,2024-04-17 19:18:00,61018.382,61016.7818,61101.195999999996,67.44505199957109
36.21987322,61227.88,61176.21,61267.95,61164.22,2024-04-17 19:17:00,61040.728,61020.063799999996,61126.034,62.7373773737738
36.11757094,61182.29,61155.37,61199.93,61108.21,2024-04-17 19:16:00,61059.76700000001,61022.945,61139.022,61.878342691018155
81.7510229,61159.81,61154.54,61163.12,61033.0,2024-04-17 19:15:00,61071.26700000001,61023.698200000006,61126.868,54.571965397111306
19.02532787,61162.34,61256.38,61274.83,61154.53,2024-04-17 19:14:00,61096.594000000005,61023.877199999995,61127.594,63.19044673866491
12.0225653,61256.21,61227.88,61263.54,61171.1,2024-04-17 19:13:00,61113.704000000005,61024.5502,61126.212,69.20396184886248
11.69066741,61218.06,61236.97,61273.39,61190.45,2024-04-17 19:12:00,61128.746,61026.2482,61131.458,72.86665660174782
27.99918806,61240.84,61145.05,61255.47,61142.4,2024-04-17 19:11:00,61138.659,61028.5562,61138.295999999995,67.42236024844752
20.63246106,61149.85,61085.76,61175.07,61062.0,2024-04-17 19:10:00,61135.481999999996,61030.8478,61144.096,61.357148913319875
11.28456658,61083.91,61133.94,61148.53,61043.43,2024-04-17 19:09:00,61124.73500000001,61033.065,61121.876000000004,53.460612918134196
16.08030766,61133.94,61137.34,61208.14,61066.84,2024-04-17 19:08:00,61113.618,61032.740999999995,61101.024,52.19441124952919
19.83378462,61137.34,61180.41,61211.23,61134.77,2024-04-17 19:07:00,61110.672999999995,61033.9796,61089.888,56.77215939368823
17.46845291,61180.32,61240.73,61240.73,61169.07,2024-04-17 19:06:00,61116.759,61034.955,61095.221999999994,55.71008250424676
19.48824083,61236.21,61193.8,61278.37,61168.01,2024-04-17 19:05:00,61130.259999999995,61035.4146,61116.424,51.41805765054955
23.04371671,61192.01,61275.61,61275.62,61180.0,2024-04-17 19:04:00,61132.80699999999,61034.7736,61143.738,50.16916877773416
19.78390048,61279.57,61249.25,61315.62,61236.47,2024-04-17 19:03:00,61139.344,61036.0346,61177.664000000004,55.72640088769129
33.38413125,61248.99,61289.0,61331.48,61234.42,2024-04-17 19:02:00,61143.741,61039.26619999999,61197.594,60.93882715942388
21.56603636,61289.01,61344.16,61381.44,61262.73,2024-04-17 19:01:00,61155.774,61043.3202,61216.326,71.67305043491424
24.97321667,61336.43,61446.57,61481.85,61318.78,2024-04-17 19:00:00,61181.452000000005,61047.0004,61246.48,67.67992077673267
19.03870918,61446.25,61502.59,61502.6,61442.25,2024-04-17 18:59:00,61221.333999999995,61053.188200000004,61298.93000000001,73.7263961078738
25.8332491,61502.6,61445.56,61512.12,61441.29,2024-04-17 18:58:00,61258.779,61060.426799999994,61339.89399999999,72.67910744638577
25.59329319,61441.14,61451.8,61530.78,61434.36,2024-04-17 18:57:00,61288.738,61068.6392,61379.882000000005,78.51728853291642
31.60470002,61451.81,61407.56,61490.0,61397.49,2024-04-17 18:56:00,61311.58,61078.6088,61406.833999999995,85.81463372974316
39.1467127,61407.56,61462.45,61489.95,61382.06,2024-04-17 18:55:00,61332.985,61088.2866,61419.490000000005,86.39382670936902
32.88860512,61464.48,61478.46,61491.84,61436.64,2024-04-17 18:54:00,61358.649,61099.058999999994,61418.368,87.24818694601092
26.22056064,61478.46,61549.06,61549.96,61475.18,2024-04-17 18:53:00,61382.520000000004,61112.4024,61425.14599999999,86.44568638787143
18.68383826,61550.0,61597.01,61604.5,61544.01,2024-04-17 18:52:00,61413.47900000001,61127.64239999999,61447.076,87.37887307094113
12.79431141,61597.03,61673.0,61673.9,61589.64,2024-04-17 18:51:00,61446.17,61145.355599999995,61485.505999999994,88.6030286938521
12.19576188,61671.25,61608.36,61681.13,61605.15,2024-04-17 18:50:00,61474.80699999999,61162.7236,61530.123999999996,88.6760184123858
5.9205169,61608.35,61660.29,61677.57,61599.0,2024-04-17 18:49:00,61490.481999999996,61178.626399999994,61562.596,86.30309827561935
9.842787,61662.4,61680.08,61714.56,61641.32,2024-04-17 18:48:00,61510.48500000001,61192.8928,61595.824,87.70525223321793
7.03399334,61677.78,61702.49,61743.05,61668.0,2024-04-17 18:47:00,61533.849,61205.0544,61620.621999999996,87.66799888465411
12.03966771,61705.91,61752.95,61753.24,61670.62,2024-04-17 18:46:00,61561.162,61215.87179999999,61636.81799999999,86.30809873689378
13.49083256,61748.68,61815.5,61820.41,61728.4,2024-04-17 18:45:00,61595.79600000001,61227.19760000001,61661.46800000001,84.16063796767128
18.73883009,61822.2,61734.51,61848.06,61723.51,2024-04-17 18:44:00,61624.48300000001,61238.0054,61686.369999999995,83.37827609045262
6.14520607,61744.65,61758.31,61766.13,61709.13,2024-04-17 18:43:00,61647.87799999999,61251.08439999999,61699.93199999999,81.93440412821506
18.50156704,61765.07,61627.57,61783.15,61617.98,2024-04-17 18:42:00,61655.275,61263.138,61689.928,72.75485562137536
7.70352477,61627.57,61600.44,61705.92,61591.32,2024-04-17 18:41:00,61655.44300000001,61273.94440000001,61674.06800000001,71.1066731219235
9.26884939,61593.7,61533.41,61675.14,61525.05,2024-04-17 18:40:00,61647.433000000005,61284.4222,61633.398,58.71188979326411
3.76444454,61539.84,61542.84,61595.07,61519.84,2024-04-17 18:39:00,61639.51700000001,61295.0934,61592.664000000004,54.7101754978058
10.68968352,61547.08,61525.04,61587.68,61512.13,2024-04-17 18:38:00,61626.598,61305.572400000005,61553.264,46.14006199147567
10.88887818,61512.92,61563.79,61570.74,61492.03,2024-04-17 18:37:00,61609.001000000004,61316.5978,61528.074,37.40288568257509
28.29644273,61558.5,61534.0,61626.01,61512.68,2024-04-17 18:36:00,61593.206999999995,61328.495,61512.346,38.222482614565614
10.61520835,61534.02,61538.2,61542.76,61429.46,2024-04-17 18:35:00,61563.31299999999,61338.7242,61493.228,31.950004258581203
26.85629954,61535.8,61586.24,61592.38,61485.53,2024-04-17 18:34:00,61539.51499999999,61350.4096,61486.365999999995,33.88568236827419
29.14472281,61587.8,61662.95,61692.99,61548.01,2024-04-17 18:33:00,61523.403000000006,61361.36980000001,61493.541999999994,38.44450008667389
17.67900032,61667.16,61745.29,61745.29,61667.16,2024-04-17 18:32:00,61528.320999999996,61373.912399999994,61528.56800000001,49.7278676146732
6.81092453,61735.37,61763.14,61774.38,61718.83,2024-04-17 18:31:00,61541.072,61387.423599999995,61569.797999999995,49.240005717825355
11.37473274,61770.52,61799.36,61837.94,61747.8,2024-04-17 18:30:00,61563.346999999994,61400.504199999996,61633.466,51.85791430188626
13.49517049,61787.78,61848.04,61875.76,61776.33,2024-04-17 18:29:00,61588.996,61413.012800000004,61691.626000000004,55.031145184475626
8.8030136,61852.7,61799.03,61900.0,61795.24,2024-04-17 18:28:00,61617.30699999999,61425.3574,61741.072,64.88079247817268
12.87973077,61800.14,61796.69,61855.44,61778.41,2024-04-17 18:27:00,61645.94499999999,61437.6412,61763.322,65.96957850350861
12.85418658,61801.69,61776.48,61870.76,61776.48,2024-04-17 18:26:00,61672.325,61451.0066,61774.852,74.10965997353433
21.88950749,61784.58,61912.65,61972.07,61755.42,2024-04-17 18:25:00,61704.92100000001,61465.455,61776.376000000004,71.92339189994065
12.2101202,61921.86,61837.93,61977.73,61832.83,2024-04-17 18:24:00,61739.651,61479.02100000001,61787.676,76.4176743879537
18.91313123,61838.22,61843.04,61938.53,61830.01,2024-04-17 18:23:00,61767.851,61492.1992,61794.630000000005,78.65694420891985
18.3387024,61847.51,61661.37,61883.99,61653.94,2024-04-17 18:22:00,61766.529,61501.469,61769.736,59.47901009233422
12.20170473,61654.59,61701.12,61781.0,61621.73,2024-04-17 18:21:00,61756.819,61511.05559999999,61738.786,63.8501102130789
18.66817215,61704.14,61646.99,61717.15,61611.7,2024-04-17 18:20:00,61743.208999999995,61522.0496,61710.042,59.73428796271984
6.76637875,61646.37,61626.75,61691.76,61591.08,2024-04-17 18:19:00,61724.68400000001,61533.0026,61661.692,53.55239933356425
9.44248404,61627.71,61568.11,61667.16,61554.44,2024-04-17 18:18:00,61700.60400000001,61542.7546,61606.578,39.23811342371569
13.11889082,61567.94,61555.11,61575.98,61503.86,2024-04-17 18:17:00,61673.149,61550.136399999996,61576.562,29.43303802070369
20.3052187,61552.92,61615.41,61652.36,61511.96,2024-04-17 18:16:00,61646.69700000001,61556.9942,61554.60799999999,26.497787698807684
8.00013647,61612.1,61661.15,61713.5,61604.62,2024-04-17 18:15:00,61631.617000000006,61565.7264,61553.192,34.82778730097033
8.67856164,61661.16,61738.4,61776.58,61654.01,2024-04-17 18:14:00,61613.73500000001,61575.206600000005,61565.778000000006,38.15879936279076
14.48759302,61733.6,61644.27,61780.09,61628.41,2024-04-17 18:13:00,61593.575,61583.0454,61580.572,37.60576414595472
37.0907091,61643.53,61575.93,61727.02,61575.93,2024-04-17 18:12:00,61585.774,61589.87560000001,61594.986,34.70648344441571
34.4068055,61583.02,61658.44,61766.14,61563.8,2024-04-17 18:11:00,61579.98100000001,61595.89699999999,61605.35400000001,35.185700590655145
24.57259221,61659.48,61615.48,61665.43,61592.1,2024-04-17 18:10:00,61578.02100000001,61601.3634,61602.85,29.859612134597967
45.16653609,61615.48,61577.22,61695.04,61567.82,2024-04-17 18:09:00,61575.69499999999,61603.874800000005,61585.612,28.82456508746678
19.54884847,61577.22,61575.85,61673.4,61552.88,2024-04-17 18:08:00,61575.539000000004,61606.1066,61570.50600000001,38.96628526508809
20.49782085,61576.72,61673.17,61695.79,61504.81,2024-04-17 18:07:00,61575.634000000005,61607.515600000006,61556.28199999999,37.66198134312549
80.06664105,61667.4,61731.75,61774.28,61566.89,2024-04-17 18:06:00,61581.127,61610.90359999999,61556.9,45.739441306787036
13.79270666,61718.84,61729.06,61780.09,61680.08,2024-04-17 18:05:00,61588.672999999995,61616.863999999994,61574.496,57.195524222236564
51.48321084,61735.04,61525.05,61774.44,61489.84,2024-04-17 18:04:00,61572.255999999994,61617.92800000001,61558.9,45.81627894927691
41.10762816,61519.82,61401.4,61533.39,61382.92,2024-04-17 18:03:00,61547.70700000001,61616.082800000004,61524.907999999996,42.700210048528355
14.91065296,61400.01,61246.9,61403.26,61246.9,2024-04-17 18:02:00,61514.804000000004,61610.140600000006,61473.326,36.14137822858952
5.01934411,61246.48,61184.26,61253.99,61161.2,2024-04-17 18:01:00,61474.543999999994,61601.5718,61392.188,26.645880295784238
13.74221195,61190.96,61288.12,61296.43,61183.44,2024-04-17 18:00:00,61433.67799999999,61593.13760000001,61292.86,24.48627723137342
17.27398055,61288.08,61261.97,61318.32,61212.02,2024-04-17 17:59:00,61398.098,61585.39800000001,61237.295999999995,27.496568198276847
32.89553076,61255.05,61319.94,61355.8,61209.9,2024-04-17 17:58:00,61363.8,61576.7696,61202.692,29.07945725357507
39.25739434,61318.32,61279.56,61388.92,61276.3,2024-04-17 17:57:00,61340.949,61568.9356,61208.572,34.52770482627979
22.30851153,61279.56,61186.31,61286.64,61123.67,2024-04-17 17:56:00,61296.627,61557.9966,61201.066000000006,27.766017030406232
46.61820079,61189.11,61065.07,61236.07,61047.84,2024-04-17 17:55:00,61233.403000000006,61544.3854,61173.945999999996,26.47064147118462
8.03935745,61072.84,60958.02,61079.99,60945.19,2024-04-17 17:54:00,61178.938,61528.819,61120.58,24.523967233183015
19.77491569,60967.56,60922.36,60967.56,60871.64,2024-04-17 17:53:00,61127.81,61512.0692,61052.928,24.011000287321195
12.73510473,60924.4,60975.6,60981.88,60893.7,2024-04-17 17:52:00,61092.48999999999,61497.583600000005,60976.407999999996,21.429723375179336
11.24899803,60966.89,60984.04,60996.49,60941.09,2024-04-17 17:51:00,61070.47900000001,61484.579,60939.89200000001,16.7818902663776
7.59490615,60984.13,60926.52,60988.12,60926.52,2024-04-17 17:50:00,61044.787,61472.6084,60915.628000000004,19.92932334037954
20.07134537,60919.45,60920.29,60996.88,60871.07,2024-04-17 17:49:00,61010.692,61459.63300000001,60900.804000000004,21.088127972525584
14.90078388,60920.29,60762.97,60930.53,60753.7,2024-04-17 17:48:00,60965.072,61444.4644,60877.21599999999,21.54199459921044
8.67409942,60769.25,60690.16,60783.74,60690.16,2024-04-17 17:47:00,60906.458,61428.427,60836.507999999994,22.107345034226356
30.92983642,60692.8,60679.99,60718.71,60585.08,2024-04-17 17:46:00,60852.599,61409.875,60765.306000000004,17.733655443152145
23.83966556,60674.0,60756.0,60756.01,60642.42,2024-04-17 17:45:00,60812.05699999999,61394.1342,60708.486,20.20858176949281
